日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-04-08,603949,雪龙集团,18.37,4.55%,4.79%,8,57.1%,5.15%,⭐⭐⭐,概率占优，分批建仓
2026-04-08,605208,永茂泰,13.5,4.33%,2.17%,9,55.6%,8.29%,⭐⭐⭐,概率占优，分批建仓
2026-04-08,603313,梦百合,8.19,3.8%,0.97%,9,55.6%,-0.01%,⭐⭐⭐,概率占优，分批建仓
2026-04-08,002418,康盛股份,5.01,7.74%,8.98%,20,55.0%,4.27%,⭐⭐⭐,概率占优，分批建仓
2026-04-08,002960,青鸟消防,12.18,5.27%,2.84%,11,54.5%,-0.07%,⭐⭐⭐,概率占优，分批建仓
2026-04-08,603187,海容冷链,14.58,3.7%,1.37%,13,53.8%,0.87%,⭐⭐⭐,概率占优，分批建仓
2026-04-08,002698,博实股份,13.69,4.19%,1.11%,12,50.0%,-2.59%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,600219,南山铝业,6.32,3.78%,2.32%,6,50.0%,10.13%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,603219,富佳股份,16.29,2.26%,0.67%,8,50.0%,3.95%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,603165,荣晟环保,15.15,2.36%,3.67%,10,50.0%,0.35%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,600719,大连热电,6.66,2.3%,2.61%,11,45.5%,4.47%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,002320,海峡股份,8.61,3.61%,0.85%,11,45.5%,2.60%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,002097,山河智能,10.25,4.49%,2.68%,11,45.5%,-2.22%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,603098,森特股份,14.95,3.6%,1.74%,5,40.0%,-0.21%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,000810,创维数字,11.54,6.07%,2.13%,8,37.5%,-1.24%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,002194,武汉凡谷,10.72,4.59%,2.48%,12,36.4%,-0.40%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,600838,上海九百,10.28,3.21%,1.71%,21,35.0%,-1.43%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,002277,友阿股份,5.82,3.37%,1.16%,12,33.3%,-1.28%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,601615,明阳智能,16.4,5.4%,3.85%,7,28.6%,-9.40%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,002322,理工能科,13.43,2.75%,1.79%,7,28.6%,-0.02%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,002651,利君股份,9.5,2.7%,1.36%,15,26.7%,1.46%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,002918,蒙娜丽莎,11.49,4.74%,3.17%,4,25.0%,-1.12%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,002209,达 意 隆,15.68,3.64%,3.27%,12,25.0%,-2.70%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,603809,豪能股份,10.82,4.14%,1.47%,8,25.0%,-4.54%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,002044,美年健康,5.63,3.3%,4.04%,7,14.3%,-6.02%,⭐⭐⭐,历史表现平平，轻仓试错
2026-04-08,600143,金发科技,16.93,6.34%,2.8%,3,0.0%,-8.75%,⭐⭐⭐,历史表现平平，轻仓试错
