日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-02-06,002739,万达电影,12.56,4.06%,10.71%,8,66.7%,0.60%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,002539,云图控股,14.68,3.09%,4.55%,4,66.7%,-3.77%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,603331,百达精工,17.75,9.98%,14.77%,10,66.7%,2.80%,⭐⭐⭐,概率占优，分批建仓
2026-02-04,601136,首创证券,18.03,1.07%,0.31%,11,63.6%,1.77%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,605268,王力安防,11.37,1.34%,1.21%,13,63.6%,5.09%,⭐⭐⭐⭐⭐,概率占优，分批建仓
2026-02-06,001366,播恩集团,14.89,1.78%,7.14%,13,63.6%,1.07%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,002054,德美化工,10.05,9.96%,18.96%,12,63.6%,2.88%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,688505,复旦张江,8.93,2.64%,1.07%,8,62.5%,7.35%,⭐⭐⭐⭐⭐,概率占优，分批建仓
2026-02-06,600367,红星发展,18.9,4.36%,8.45%,8,62.5%,-2.32%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,002634,棒杰股份,6.9,10.05%,3.24%,10,62.5%,2.93%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,605500,森林包装,9.29,2.2%,3.02%,11,62.5%,-0.32%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,600152,维科技术,8.08,6.04%,8.42%,10,62.5%,3.04%,⭐⭐⭐,概率占优，分批建仓
2026-02-04,002513,蓝丰生化,7.15,1.85%,3.42%,14,61.5%,-2.38%,⭐⭐⭐,概率占优，分批建仓
2026-02-04,601958,金钼股份,19.99,4.28%,1.53%,5,60.0%,4.58%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,603113,金能科技,7.22,3.59%,2.97%,5,60.0%,1.76%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,002986,宇新股份,12.73,5.38%,3.36%,10,60.0%,3.20%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,600216,浙江医药,15.6,4.21%,7.21%,6,60.0%,14.70%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,000710,贝瑞基因,12.63,3.19%,4.89%,13,60.0%,3.93%,⭐⭐⭐,概率占优，分批建仓
2026-02-04,002615,哈尔斯,8.72,2.23%,4.61%,10,60.0%,0.85%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,002014,永新股份,12.67,1.28%,0.67%,6,60.0%,1.96%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,002493,荣盛石化,14.47,4.93%,0.8%,5,60.0%,2.00%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,000953,河化股份,7.26,1.54%,2.47%,13,58.3%,1.40%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,600722,金牛化工,8.64,10.06%,11.17%,14,58.3%,3.37%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,603730,岱美股份,10.87,8.7%,3.02%,7,57.1%,4.30%,⭐⭐⭐,概率占优，分批建仓
2026-02-04,002550,千红制药,7.86,0.26%,1.24%,7,57.1%,-1.07%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,002856,美芝股份,15.84,1.67%,3.9%,10,57.1%,5.60%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,603928,兴业股份,15.85,2.32%,2.01%,7,57.1%,4.44%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,001896,豫能控股,6.51,6.72%,5.38%,15,57.1%,2.39%,⭐⭐⭐,概率占优，分批建仓
2026-02-04,000928,中钢国际,7.02,2.63%,3.38%,7,57.1%,0.54%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,603138,海量数据,18.22,10.02%,12.93%,17,56.2%,1.21%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,600714,金瑞矿业,15.56,4.99%,5.68%,9,55.6%,1.81%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,603313,梦百合,9.83,4.13%,3.56%,10,55.6%,0.13%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,000700,模塑科技,15.38,4.34%,12.97%,11,55.6%,1.36%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,600589,大位科技,9.46,4.42%,12.2%,11,55.6%,3.17%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,000822,山东海化,6.39,1.43%,17.63%,11,55.6%,3.01%,⭐⭐⭐,概率占优，分批建仓
2026-02-04,600521,华海药业,15.82,1.15%,0.85%,10,55.6%,3.80%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,605055,迎丰股份,9.69,2.43%,1.63%,14,54.5%,1.40%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,603823,百合花,18.48,10.0%,2.51%,11,54.5%,5.19%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,002082,万邦德,16.72,7.39%,4.06%,11,54.5%,9.17%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,600992,贵绳股份,14.71,1.52%,4.5%,13,54.5%,2.46%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,000007,全新好,11.82,5.63%,4.81%,11,54.5%,6.99%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,002887,绿茵生态,10.46,2.65%,9.51%,12,54.5%,-2.11%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,603511,爱慕股份,15.57,1.04%,0.8%,16,53.3%,3.08%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,002177,御银股份,8.15,2.77%,15.17%,18,53.3%,2.60%,⭐⭐⭐,概率占优，分批建仓
2026-02-06,002527,新时达,16.62,3.42%,4.39%,9,50.0%,1.98%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603982,泉峰汽车,8.72,1.75%,1.97%,3,50.0%,-8.16%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002332,仙琚制药,9.28,0.43%,1.86%,12,50.0%,1.59%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603903,中持股份,12.41,1.72%,1.72%,8,50.0%,-0.15%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002457,青龙管业,12.85,2.55%,6.51%,10,50.0%,6.80%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000859,国风新材,10.34,3.82%,7.02%,17,50.0%,6.37%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603278,大业股份,12.73,0.63%,4.0%,9,50.0%,10.22%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603997,继峰股份,15.03,1.9%,1.1%,12,50.0%,1.06%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000048,京基智农,18.3,1.55%,2.81%,7,50.0%,4.49%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002731,萃华珠宝,11.34,4.61%,12.74%,14,50.0%,10.12%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603335,迪生力,6.2,1.47%,2.41%,15,50.0%,-0.44%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,600210,紫江企业,7.58,0.93%,1.4%,6,50.0%,1.35%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600236,桂冠电力,8.97,5.9%,0.26%,7,50.0%,-0.68%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603123,翠微股份,13.17,1.07%,6.11%,14,50.0%,4.33%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002795,永和智控,6.9,3.14%,8.55%,11,50.0%,0.60%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603028,赛福天,10.01,3.09%,4.25%,13,50.0%,2.18%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002440,闰土股份,13.21,9.99%,9.14%,2,50.0%,-1.33%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,000014,沙河股份,13.34,3.01%,3.1%,7,50.0%,1.90%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002413,雷科防务,15.37,4.91%,28.17%,12,50.0%,3.18%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,601198,东兴证券,14.16,1.22%,1.33%,14,50.0%,0.27%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603309,维力医疗,14.94,2.54%,2.79%,5,50.0%,-0.24%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603187,海容冷链,15.81,2.13%,1.81%,10,50.0%,1.02%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002164,宁波东力,14.03,2.63%,4.77%,9,50.0%,8.04%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,605158,华达新材,8.44,0.6%,0.5%,12,50.0%,-2.02%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,002945,华林证券,18.86,5.9%,2.32%,15,50.0%,3.30%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002574,明牌珠宝,6.57,2.82%,3.7%,7,50.0%,4.71%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002866,传艺科技,19.65,1.71%,8.66%,14,50.0%,1.21%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002471,中超控股,9.77,2.52%,33.83%,12,50.0%,8.88%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002347,泰尔股份,9.88,1.23%,5.32%,21,47.1%,-1.55%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600830,香溢融通,9.88,1.23%,1.89%,13,46.2%,0.51%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002207,准油股份,10.32,10.02%,23.11%,14,46.2%,-0.13%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,601968,宝钢包装,6.0,1.87%,1.15%,14,46.2%,0.68%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600603,广汇物流,6.69,1.06%,1.41%,13,45.5%,0.78%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002715,登云股份,17.36,1.52%,3.8%,13,45.5%,12.56%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603037,凯众股份,17.03,3.02%,4.66%,23,45.5%,-0.49%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,605366,宏柏新材,7.5,4.75%,5.21%,10,44.4%,-0.23%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000973,佛塑科技,12.91,7.67%,11.86%,9,44.4%,-0.65%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603637,镇海股份,12.97,5.02%,5.69%,10,44.4%,0.79%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603421,鼎信通讯,7.96,3.92%,3.92%,15,42.9%,-2.19%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000703,恒逸石化,12.58,5.01%,1.28%,9,42.9%,2.65%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,603357,设计总院,8.43,1.69%,1.23%,7,42.9%,2.10%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002828,贝肯能源,12.9,3.95%,13.79%,22,42.9%,0.79%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,002072,凯瑞德,7.53,1.76%,2.21%,10,42.9%,-0.51%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688609,九联科技,10.16,3.99%,5.1%,7,42.9%,5.76%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002272,川润股份,15.39,5.85%,9.17%,12,41.7%,2.16%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603711,香飘飘,13.71,1.26%,1.67%,11,40.0%,1.79%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688472,阿特斯,18.05,11.56%,14.19%,5,40.0%,-0.81%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002548,金新农,6.66,2.3%,4.79%,5,40.0%,4.11%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002277,友阿股份,7.43,2.2%,2.68%,11,40.0%,-0.13%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,603065,宿迁联盛,8.88,1.25%,2.83%,10,40.0%,1.93%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000590,启迪药业,11.76,2.26%,3.91%,17,40.0%,0.45%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,000663,永安林业,7.83,1.42%,2.96%,13,38.5%,-0.62%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002020,京新药业,16.97,2.04%,2.22%,14,38.5%,0.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002455,百川股份,11.14,9.97%,25.18%,14,38.5%,-3.30%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,600155,华创云信,6.76,1.35%,1.2%,8,37.5%,-2.90%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000045,深纺织Ａ,12.9,3.7%,3.54%,18,37.5%,-0.73%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002099,海翔药业,7.51,9.96%,6.26%,10,37.5%,-1.01%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002950,奥美医疗,11.0,3.97%,3.23%,9,37.5%,-0.99%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000989,九芝堂,9.25,3.58%,6.17%,11,37.5%,2.46%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688373,盟科药业,6.56,1.86%,1.53%,8,37.5%,-0.53%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002441,众业达,11.14,5.79%,14.2%,10,37.5%,0.81%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600860,京城股份,13.46,1.97%,4.74%,9,37.5%,-4.47%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,605300,佳禾食品,12.05,2.12%,2.51%,9,37.5%,-0.18%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,600894,广日股份,9.67,2.44%,0.91%,12,36.4%,-2.11%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002361,神剑股份,15.24,10.04%,37.95%,13,36.4%,-2.66%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688189,南新制药,8.93,2.29%,1.86%,11,36.4%,2.63%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603519,立霸股份,13.58,0.59%,1.28%,12,36.4%,-1.82%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,605069,正和生态,14.3,5.38%,24.77%,12,36.4%,-2.98%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,001979,招商蛇口,10.87,7.31%,1.32%,3,33.3%,-0.21%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002519,银河电子,9.52,10.06%,25.43%,11,33.3%,4.36%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600025,华能水电,9.19,0.44%,0.11%,5,33.3%,1.77%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,002007,华兰生物,15.62,1.1%,0.91%,3,33.3%,-4.63%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,601857,中国石油,10.77,2.28%,0.12%,7,33.3%,-3.33%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603916,苏博特,12.55,6.09%,11.75%,4,33.3%,-2.11%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600241,时代万恒,8.7,1.87%,1.84%,4,33.3%,-2.04%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688575,亚辉龙,15.01,1.15%,1.06%,7,33.3%,-3.24%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603900,莱绅通灵,9.07,4.61%,8.06%,10,33.3%,17.40%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,605180,华生科技,16.36,2.25%,2.91%,11,33.3%,-1.08%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,600011,华能国际,6.96,1.61%,0.59%,6,33.3%,-7.44%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,603806,福斯特,20.0,6.95%,5.79%,7,33.3%,-3.65%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603687,大胜达,11.3,5.61%,3.91%,3,33.3%,-1.63%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603339,四方科技,13.81,0.51%,0.83%,15,33.3%,-1.87%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,003040,楚天龙,18.25,1.45%,1.84%,8,33.3%,-1.70%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600873,梅花生物,10.99,2.33%,1.71%,4,33.3%,1.13%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002800,天顺股份,18.13,4.44%,9.22%,7,33.3%,-5.77%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600185,珠免集团,7.53,3.15%,4.97%,5,33.3%,7.06%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002103,广博股份,9.86,1.34%,6.99%,7,33.3%,-2.38%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,601696,中银证券,14.04,2.11%,3.34%,11,30.0%,-0.08%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002514,宝馨科技,5.24,2.95%,5.03%,10,30.0%,3.64%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603135,中重科技,12.08,4.05%,4.66%,10,30.0%,-1.73%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002209,达 意 隆,16.4,3.27%,4.8%,11,30.0%,-1.96%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603299,苏盐井神,11.34,3.09%,2.47%,10,30.0%,-0.98%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000695,滨海能源,12.78,2.24%,5.18%,11,30.0%,-2.96%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002624,完美世界,19.57,10.01%,5.87%,7,28.6%,0.09%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000555,神州信息,17.85,2.47%,6.69%,8,28.6%,-1.14%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603518,锦泓集团,10.22,1.09%,3.83%,9,28.6%,-3.19%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600686,金龙汽车,19.21,10.02%,5.11%,9,28.6%,-2.38%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688238,和元生物,7.74,2.25%,1.8%,4,25.0%,-1.53%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002531,天顺风能,8.93,3.48%,4.35%,6,25.0%,-5.45%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002537,海联金汇,9.07,1.34%,5.29%,9,25.0%,-4.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603689,皖天然气,8.47,0.59%,0.91%,5,25.0%,-0.12%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600884,杉杉股份,14.37,10.03%,9.84%,9,25.0%,-7.47%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000042,中洲控股,9.16,2.0%,1.41%,9,25.0%,-3.04%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002299,圣农发展,18.06,4.82%,2.9%,5,25.0%,-0.65%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688588,凌志软件,15.53,1.64%,1.82%,4,25.0%,-5.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600601,方正科技,11.07,3.36%,4.01%,4,25.0%,-5.14%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603323,苏农银行,5.13,0.59%,2.0%,5,25.0%,-3.69%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000017,深中华A,7.71,2.39%,4.26%,14,23.1%,-4.50%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,605377,华旺科技,9.18,3.96%,3.5%,11,22.2%,-5.46%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603201,XD常润股,17.58,1.09%,0.84%,9,22.2%,-6.13%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,601101,昊华能源,8.11,7.7%,2.47%,5,20.0%,-2.94%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000990,诚志股份,8.5,3.79%,4.2%,5,20.0%,-1.03%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-04,001391,国货航,5.96,0.85%,1.55%,5,20.0%,-1.37%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,603367,辰欣药业,17.45,1.1%,2.47%,6,20.0%,-1.72%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,002434,万里扬,9.88,3.67%,3.67%,5,20.0%,-3.23%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,600375,汉马科技,6.21,2.99%,3.01%,12,18.2%,-5.47%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,001205,盛航股份,16.16,0.37%,1.84%,12,18.2%,1.15%,⭐⭐⭐,历史表现平平，轻仓试错
2026-02-06,000665,湖北广电,5.6,0.72%,1.72%,20,17.6%,-9.21%,⭐⭐⭐,历史表现平平，轻仓试错
